price,longitude,calculated_host_listings_count,availability_365,dist_Brooklyn,dist_Manhattan,dist_Queens,tipo_Entire home/apt,tipo_Private room
80,-73.97904,2,72,False,True,False,False,True
275,-73.96792,1,362,True,False,False,True,False
99,-73.98474,2,336,False,True,False,False,True
225,-73.93922,1,215,False,True,False,True,False
230,-73.98008,1,116,False,True,False,True,False
51,-73.98865,1,88,False,True,False,False,True
65,-73.94095,2,336,False,True,False,False,True
105,-73.96374,1,304,True,False,False,False,True
190,-73.98801,1,224,False,True,False,True,False
200,-73.95058,1,322,False,True,False,False,True
70,-73.90334,1,324,False,False,True,False,True
95,-73.97267,1,132,True,False,False,False,True
150,-74.00197,1,295,False,True,False,False,True
145,-73.96112,4,238,True,False,False,False,True
110,-73.95136,1,209,False,True,False,True,False
285,-73.98892,1,328,False,True,False,True,False
130,-73.96323,1,38,True,False,False,True,False
94,-73.98794,1,188,False,True,False,False,True
800,-73.99268,1,7,True,False,False,True,False
105,-73.95748,1,272,True,False,False,True,False
60,-73.9844,1,26,False,True,False,False,True
50,-73.98057,1,0,False,True,False,False,True
85,-73.96218,4,288,True,False,False,False,True
65,-73.9383,1,317,True,False,False,False,True
131,-73.97261,1,207,True,False,False,True,False
98,-73.966,6,185,True,False,False,False,True
250,-73.97162,1,158,True,False,False,True,False
100,-73.95775,1,0,True,False,False,True,False
105,-73.92609,2,9,True,False,False,True,False
140,-73.96177,1,198,False,True,False,True,False
89,-73.94731,1,365,False,True,False,False,True
98,-74.00271,2,364,False,True,False,False,True
125,-73.92357,2,311,True,False,False,True,False
60,-73.95139,3,219,False,True,False,False,True
175,-74.00154,3,342,True,False,False,True,False
65,-73.94281,1,312,False,True,False,False,True
500,-74.00319,2,243,False,True,False,True,False
101,-73.94177,1,152,True,False,False,False,True
220,-73.98109,1,9,True,False,False,True,False
125,-73.92377,2,137,True,False,False,True,False
80,-73.94844,1,222,True,False,False,True,False
100,-73.94421,1,346,False,True,False,False,True
200,-73.98989,1,208,True,False,False,True,False
59,-73.99291,2,279,False,True,False,False,True
125,-73.96572,6,250,True,False,False,False,True
140,-73.98192,1,164,False,True,False,True,False
120,-73.98912,2,192,True,False,False,True,False
350,-73.98157,4,298,False,True,False,True,False
199,-73.98009,1,260,False,True,False,True,False
325,-73.95748,1,107,True,False,False,True,False
235,-73.97637,1,199,False,True,False,True,False
225,-73.97965,4,299,False,True,False,True,False
99,-73.98604,3,20,True,False,False,False,True
170,-73.94919,1,318,False,True,False,True,False
400,-73.97925,2,216,True,False,False,True,False
170,-73.97556,1,224,False,True,False,True,False
100,-73.98527,1,0,False,True,False,True,False
75,-73.96053,1,324,True,False,False,False,True
90,-73.96468,1,245,True,False,False,False,True
150,-73.94822,1,189,False,True,False,True,False
85,-73.93128,1,307,False,True,False,False,True
70,-73.9547,2,310,True,False,False,False,True
120,-73.94894,3,213,False,True,False,True,False
89,-73.96351,1,278,True,False,False,False,True
185,-73.99143,1,209,False,True,False,True,False
50,-73.9503,1,0,True,False,False,False,True
105,-73.98856,1,16,False,True,False,True,False
130,-73.98399,3,234,False,True,False,False,True
115,-74.00303,1,12,False,True,False,True,False
77,-73.93248,1,178,True,False,False,False,True
76,-73.9634,3,275,True,False,False,False,True
125,-73.93662,2,163,True,False,False,True,False
135,-73.96765,3,365,True,False,False,False,True
250,-73.95348,1,34,True,False,False,True,False
199,-73.94835,1,280,True,False,False,True,False
140,-73.99183,1,0,True,False,False,True,False
140,-73.83168,1,1,False,False,True,False,True
115,-73.93524,2,170,True,False,False,True,False
160,-73.93938,1,188,True,False,False,True,False
195,-73.95935,1,214,True,False,False,True,False
195,-73.98295,1,248,False,True,False,True,False
80,-73.96087,4,262,True,False,False,False,True
44,-73.97312,5,280,True,False,False,False,True
156,-74.00101,1,307,False,True,False,False,True
85,-73.96641,1,339,True,False,False,False,True
125,-73.96057,1,1,True,False,False,False,True
115,-73.96595,1,269,True,False,False,True,False
69,-73.93997,1,10,False,True,False,False,True
225,-74.00401,1,312,False,True,False,True,False
125,-73.96398,1,189,True,False,False,True,False
219,-73.9527,2,290,False,True,False,True,False
475,-73.98094,1,230,True,False,False,True,False
99,-73.95323,2,164,False,True,False,True,False
69,-73.95055,2,53,True,False,False,False,True
79,-73.92313,1,126,False,False,True,False,True
135,-73.94659,2,3,True,False,False,True,False
250,-73.98571,1,189,True,False,False,False,True
250,-73.9642,1,365,False,True,False,True,False
250,-73.99083,1,0,True,False,False,True,False
80,-73.94907,1,0,False,True,False,True,False
70,-73.96408,3,336,True,False,False,False,True
165,-74.00135,3,342,True,False,False,True,False
70,-74.08088,1,312,False,False,False,False,True
50,-73.91765,1,37,True,False,False,False,True
40,-73.93184,3,353,False,False,False,False,True
150,-73.9677,1,177,True,False,False,True,False
125,-73.98034,4,310,False,True,False,False,True
196,-74.01374,1,0,False,True,False,True,False
110,-73.97113,2,321,True,False,False,False,True
170,-74.00405,1,246,False,True,False,True,False
165,-73.94791,3,231,False,True,False,True,False
150,-74.0046,1,225,False,True,False,True,False
100,-73.9373,1,0,False,True,False,True,False
65,-73.97691,2,0,True,False,False,False,True
350,-73.89797,5,365,False,False,True,True,False
99,-73.95924,2,233,False,True,False,False,True
200,-73.9587,1,1,True,False,False,True,False
150,-73.97863,1,18,True,False,False,True,False
90,-73.9475,4,343,True,False,False,False,True
120,-73.97307,3,250,True,False,False,False,True
75,-73.95334,1,326,False,True,False,False,True
175,-73.9415,1,364,True,False,False,True,False
125,-73.99999,1,0,False,True,False,True,False
275,-73.99665,1,299,False,True,False,True,False
299,-73.98852,1,207,False,True,False,True,False
135,-73.98804,3,162,True,False,False,True,False
130,-73.95199,2,0,False,True,False,False,True
83,-73.99201,1,7,False,True,False,False,True
123,-73.99671,1,328,False,True,False,False,True
55,-73.76597,2,365,False,False,True,False,True
195,-73.99271,1,0,False,True,False,True,False
80,-73.93503,1,0,True,False,False,False,True
98,-73.87856,5,240,False,False,True,True,False
140,-73.89816,5,365,False,False,True,False,True
265,-73.87854,5,365,False,False,True,True,False
249,-73.95976,2,164,True,False,False,True,False
105,-73.98474,1,363,False,True,False,False,False
200,-73.95603,1,365,False,True,False,False,True
100,-73.97262,3,250,True,False,False,False,True
121,-73.94598,5,247,False,True,False,True,False
45,-73.93058,3,323,False,False,False,False,True
100,-73.94275,1,192,False,True,False,False,True
140,-73.93845,1,125,True,False,False,True,False
71,-73.93549,1,91,True,False,False,False,True
130,-73.99134,1,75,False,True,False,False,True
199,-74.0049,1,286,False,True,False,True,False
69,-73.95162,2,60,True,False,False,False,True
68,-73.97525,1,0,True,False,False,False,True
130,-73.98432,1,192,False,True,False,True,False
195,-73.95829,1,58,True,False,False,True,False
64,-73.94499,5,245,False,True,False,False,True
140,-73.90502,1,292,False,False,True,True,False
159,-73.99386,1,279,True,False,False,True,False
189,-73.98701,1,0,False,True,False,True,False
250,-73.98508,1,3,False,True,False,True,False
239,-73.99053,1,351,False,True,False,True,False
305,-73.98498,1,201,False,True,False,True,False
155,-73.94343,2,232,False,True,False,True,False
60,-73.94287,2,258,False,True,False,False,True
135,-73.98397,1,272,True,False,False,False,True
120,-73.9501,1,341,False,True,False,False,True
150,-73.98589,1,244,False,True,False,True,False
140,-73.89934,5,365,False,False,True,True,False
135,-73.95967,1,12,True,False,False,True,False
250,-73.99503,2,265,False,True,False,True,False
250,-73.96991,1,0,False,True,False,True,False
500,-74.00262,1,329,False,True,False,True,False
225,-73.99474,1,91,False,True,False,True,False
125,-73.94573,2,365,False,True,False,True,False
92,-73.94434,5,253,False,True,False,False,True
175,-73.94707,1,365,False,True,False,False,True
99,-73.98049,1,320,False,True,False,True,False
195,-73.96071,1,0,False,True,False,True,False
140,-73.93936,3,192,False,True,False,True,False
135,-73.9954,1,0,False,True,False,True,False
500,-74.00027,1,348,False,True,False,True,False
80,-73.9575,2,0,False,True,False,False,True
120,-73.9908,2,353,False,True,False,False,True
110,-73.96897,1,140,False,True,False,True,False
65,-73.9503,1,2,True,False,False,True,False
130,-73.99079,1,56,False,True,False,True,False
99,-73.9171,1,68,True,False,False,True,False
36,-74.08537,6,360,False,False,False,False,True
37,-74.08543,6,0,False,False,False,False,True
37,-74.08546,6,320,False,False,False,False,True
175,-73.98161,2,326,False,True,False,True,False
205,-73.99567,2,76,False,True,False,True,False
285,-73.95511,3,279,True,False,False,True,False
59,-73.95177,2,15,True,False,False,False,True
36,-74.08519,6,340,False,False,False,False,True
99,-73.91433,1,226,False,False,True,True,False
39,-73.97426,2,365,True,False,False,False,True
60,-73.98327,2,0,True,False,False,False,True
90,-73.85514,7,349,False,False,False,False,True
105,-73.83572,13,365,False,False,False,True,False
135,-73.94314,2,11,True,False,False,True,False
390,-73.98246,2,316,False,True,False,True,False
70,-73.95385,4,281,True,False,False,False,True
75,-73.9263,2,323,False,True,False,False,True
60,-73.95467,4,362,True,False,False,False,True
200,-73.98594,1,0,False,True,False,True,False
100,-73.94339,1,301,True,False,False,False,True
70,-73.94701,4,189,True,False,False,False,True
110,-73.9529,1,0,True,False,False,False,True
60,-73.95155,2,287,True,False,False,False,True
90,-73.99811,1,14,False,True,False,True,False
68,-73.98157,2,86,False,True,False,False,True
115,-73.98098,1,261,False,True,False,True,False
75,-73.95264,1,68,True,False,False,False,True
60,-73.9626,1,0,True,False,False,False,True
129,-73.98158,1,231,False,True,False,True,False
130,-73.95175,1,152,True,False,False,True,False
95,-73.94641,1,46,True,False,False,True,False
75,-73.94307,1,364,False,True,False,False,True
175,-73.97323,1,246,True,False,False,True,False
190,-73.99443,1,288,True,False,False,True,False
49,-73.94808,5,331,True,False,False,False,True
212,-73.98534,1,51,False,True,False,True,False
95,-73.99392,3,364,False,True,False,False,True
140,-73.9583,1,254,True,False,False,True,False
135,-73.95306,1,189,False,True,False,True,False
150,-73.98225,2,263,True,False,False,True,False
190,-73.9896,2,258,True,False,False,True,False
124,-73.94903,1,103,False,True,False,True,False
135,-73.96282,1,42,True,False,False,True,False
122,-73.95838,1,246,False,True,False,False,True
109,-73.9652,2,364,False,True,False,False,True
85,-73.94867,1,318,False,True,False,False,True
145,-73.91981,2,72,True,False,False,True,False
195,-73.9729,1,249,False,True,False,True,False
250,-73.99495,3,272,True,False,False,True,False
125,-73.95578,1,325,True,False,False,False,True
575,-73.99627,1,298,False,True,False,True,False
150,-73.98249,1,35,False,True,False,True,False
70,-73.91922,1,203,True,False,False,False,True
90,-73.92811,1,132,False,True,False,False,True
65,-73.98881,1,5,False,True,False,False,True
500,-73.97986,4,297,False,True,False,True,False
250,-73.93869,2,276,False,True,False,True,False
125,-73.98945,1,102,False,True,False,True,False
200,-74.00243,1,251,False,True,False,True,False
229,-73.95552,1,188,True,False,False,True,False
90,-73.90193,2,346,False,False,False,True,False
110,-73.97818,1,0,False,True,False,True,False
59,-73.95341,1,15,True,False,False,False,True
195,-73.96101,1,71,True,False,False,True,False
169,-73.9597,2,215,True,False,False,True,False
113,-73.93985,3,253,False,True,False,True,False
250,-73.9567,1,78,False,True,False,True,False
115,-73.93426,1,257,False,False,True,True,False
55,-73.95018,1,0,True,False,False,False,True
69,-73.95763,2,8,True,False,False,False,True
150,-73.98394,1,191,False,True,False,True,False
169,-73.99019,3,182,True,False,False,True,False
179,-73.95292,28,79,True,False,False,False,True
150,-73.9913,1,49,False,True,False,False,True
135,-73.98876,1,0,True,False,False,True,False
350,-73.96219,1,156,True,False,False,True,False
120,-73.95455,6,343,True,False,False,False,True
71,-73.98486,1,200,False,True,False,False,True
349,-73.95327,28,60,True,False,False,False,True
349,-73.95482,28,60,True,False,False,False,True
165,-73.98142,2,189,True,False,False,True,False
249,-73.95312,28,60,True,False,False,False,True
100,-73.99832,2,0,True,False,False,False,True
200,-73.99771,2,106,True,False,False,True,False
169,-73.98374,1,276,False,True,False,True,False
185,-73.94615,1,248,True,False,False,True,False
65,-73.91708,1,194,True,False,False,True,False
130,-73.97258,1,135,True,False,False,True,False
199,-73.96015,1,30,True,False,False,True,False
225,-73.98094,1,0,False,True,False,True,False
179,-73.95394,28,81,True,False,False,False,True
150,-73.94715,1,0,True,False,False,True,False
139,-73.98895,1,142,False,True,False,True,False
95,-73.99776,2,60,False,True,False,False,True
79,-73.94735,5,179,True,False,False,True,False
150,-73.98766,2,52,False,True,False,True,False
650,-73.96536,3,365,True,False,False,True,False
90,-73.94911,4,324,True,False,False,True,False
120,-73.93963,2,237,True,False,False,True,False
80,-73.91117,2,365,False,False,True,False,True
100,-73.94494,1,365,True,False,False,True,False
175,-73.93185,1,204,True,False,False,True,False
120,-73.95663,1,272,True,False,False,True,False
140,-73.95098,1,0,True,False,False,True,False
200,-73.95458,1,9,True,False,False,True,False
165,-73.96542,3,365,True,False,False,False,True
125,-73.97707,3,181,False,True,False,True,False
130,-73.99544,1,189,False,True,False,True,False
65,-73.94102,2,0,False,True,False,False,False
123,-73.97332,1,189,True,False,False,True,False
67,-73.93361,1,296,False,True,False,False,True
50,-73.76133,1,88,False,False,True,False,True
130,-73.99187,1,35,True,False,False,True,False
100,-73.95613,1,0,True,False,False,False,True
212,-73.9696,1,35,False,True,False,True,False
190,-73.96053,1,359,True,False,False,True,False
599,-73.95485,28,60,True,False,False,False,True
249,-73.98745,2,365,False,True,False,True,False
70,-73.81245,1,335,False,False,True,False,True
100,-73.94872,5,282,True,False,False,True,False
60,-73.95231,2,247,False,True,False,False,True
135,-73.95684,1,102,True,False,False,True,False
175,-73.95493,3,274,True,False,False,True,False
120,-73.98567,1,201,False,True,False,True,False
169,-73.98876,1,98,False,True,False,True,False
165,-73.96093,1,157,True,False,False,True,False
90,-73.95189,1,0,False,True,False,False,True
225,-73.9508,1,312,False,True,False,True,False
95,-73.97307,2,331,True,False,False,False,True
55,-73.95057,2,275,True,False,False,False,True
85,-73.99193,1,174,False,True,False,False,True
199,-73.9886,2,223,True,False,False,True,False
211,-73.99434,3,361,False,True,False,True,False
145,-73.96699,1,0,False,True,False,True,False
65,-73.95328,1,283,False,True,False,False,True
99,-73.94095,1,220,False,True,False,True,False
110,-73.92132,1,363,False,False,True,True,False
80,-73.94925,4,315,True,False,False,True,False
150,-73.99438,1,281,True,False,False,True,False
110,-73.92747,1,283,True,False,False,True,False
290,-74.00208,1,20,False,True,False,False,True
87,-73.98702,1,0,False,True,False,False,True
190,-73.94061,1,331,True,False,False,True,False
200,-73.95952,1,36,True,False,False,True,False
165,-73.98082,2,7,True,False,False,True,False
110,-73.94794,2,301,False,True,False,True,False
395,-73.99143,1,170,False,True,False,True,False
99,-73.93038,2,307,True,False,False,False,True
39,-73.97255,2,365,True,False,False,False,True
189,-73.98857,3,201,False,True,False,True,False
85,-73.96607,1,0,False,True,False,False,True
260,-73.9926,1,316,True,False,False,True,False
122,-73.94453,5,271,False,True,False,True,False
165,-73.95199,1,139,True,False,False,True,False
97,-73.85262,3,209,False,False,True,True,False
170,-74.00922,1,0,False,True,False,True,False
125,-73.94332,1,0,True,False,False,True,False
130,-73.97926,1,193,False,True,False,False,True
225,-73.95849,1,52,True,False,False,True,False
50,-73.94886,2,136,True,False,False,False,True
170,-73.97598,2,286,True,False,False,True,False
132,-74.001,1,0,False,True,False,True,False
250,-73.97616,1,18,True,False,False,True,False
141,-73.94254,1,9,True,False,False,True,False
64,-73.95151,1,3,True,False,False,True,False
249,-73.96019,1,277,True,False,False,True,False
79,-73.95878,1,0,True,False,False,False,True
185,-73.97581,1,233,False,True,False,True,False
120,-73.9828,1,221,True,False,False,True,False
495,-73.97654,1,355,True,False,False,True,False
375,-73.99346,1,0,False,True,False,True,False
175,-73.99706,1,277,False,True,False,True,False
150,-73.97813,1,0,False,True,False,True,False
259,-73.9532,1,343,False,True,False,True,False
96,-73.98419,1,0,False,True,False,False,True
145,-73.9565,1,0,True,False,False,True,False
200,-74.00329,1,0,False,True,False,True,False
95,-73.97294,1,0,False,True,False,True,False
250,-73.97675,1,188,True,False,False,True,False
295,-73.94688,2,264,False,True,False,True,False
175,-74.00177,1,0,False,True,False,True,False
451,-73.94144,1,331,True,False,False,True,False
165,-73.96245,1,236,False,True,False,True,False
250,-73.95332,1,0,False,True,False,True,False
77,-73.8639,1,309,False,False,False,True,False
250,-73.98404,1,0,False,True,False,True,False
129,-73.91098,1,245,False,False,True,True,False
98,-73.94495,4,0,True,False,False,False,True
150,-73.97904,1,8,True,False,False,True,False
95,-73.9782,1,359,False,True,False,False,True
55,-73.94571,5,333,False,True,False,False,True
300,-73.95016,3,258,False,True,False,True,False
42,-73.91806,3,236,False,False,True,False,True
125,-73.95671,1,22,True,False,False,True,False
175,-73.98438,1,236,False,True,False,False,True
75,-73.9463,3,365,False,True,False,False,True
255,-73.96272,1,89,True,False,False,True,False
72,-73.94081,1,164,True,False,False,True,False
165,-73.91989,4,311,True,False,False,False,True
165,-73.95914,1,23,True,False,False,True,False
75,-73.96024,2,365,True,False,False,False,True
130,-73.95494,1,0,True,False,False,True,False
139,-73.94284,1,222,True,False,False,True,False
88,-73.93908,3,238,True,False,False,False,True
80,-73.93908,3,218,True,False,False,False,True
150,-73.99882,1,0,False,True,False,False,True
200,-73.98109,1,0,False,True,False,True,False
200,-73.97995,1,235,False,True,False,True,False
42,-73.91681,3,246,False,False,True,False,True
90,-73.94128,1,0,True,False,False,False,True
295,-73.94633,1,247,False,True,False,True,False
450,-73.95745,1,15,True,False,False,True,False
130,-73.9506,1,119,True,False,False,True,False
89,-73.96665,3,0,True,False,False,False,True
198,-73.95139,2,234,False,True,False,True,False
99,-73.98917,3,257,False,True,False,True,False
46,-73.93956,3,350,True,False,False,False,True
140,-73.99683,1,221,False,True,False,False,True
500,-73.99233,1,0,True,False,False,True,False
75,-73.95916,2,201,False,True,False,False,True
33,-73.91901,3,161,False,False,True,False,True
250,-73.96049,1,259,False,True,False,True,False
60,-73.92131,1,0,True,False,False,False,True
75,-73.94303,1,222,False,True,False,False,True
350,-73.99619,1,0,True,False,False,True,False
205,-73.99483,2,76,False,True,False,True,False
219,-73.98089,1,0,True,False,False,True,False
60,-73.97643,6,258,True,False,False,False,True
185,-73.98042,1,14,False,True,False,True,False
190,-73.97879,1,27,False,True,False,True,False
105,-73.98537,1,167,True,False,False,True,False
250,-73.94503,2,68,False,True,False,True,False
175,-73.97581,1,358,False,True,False,True,False
65,-73.94934,2,59,False,True,False,False,True
75,-73.95332,1,0,True,False,False,True,False
37,-73.90675,1,232,False,False,False,False,True
85,-73.96524,2,15,True,False,False,True,False
106,-73.97103,2,0,True,False,False,True,False
79,-73.94007,1,0,False,True,False,True,False
85,-73.97611,2,161,True,False,False,False,True
170,-73.94558,2,88,False,True,False,False,True
115,-73.98842,2,337,False,True,False,False,True
89,-73.95359,2,247,False,True,False,False,True
49,-73.95329,1,248,False,True,False,False,False
91,-73.95812,1,287,True,False,False,False,True
400,-73.98452,1,304,False,True,False,True,False
150,-73.92357,1,0,True,False,False,True,False
2000,-73.98697,11,0,False,True,False,True,False
97,-73.95969,1,193,True,False,False,True,False
100,-73.98201,2,43,False,True,False,False,True
179,-73.95425,1,25,True,False,False,True,False
500,-73.95226,2,127,True,False,False,True,False
429,-73.99612,1,0,False,True,False,True,False
189,-73.97686,1,303,False,True,False,True,False
120,-73.98217,1,345,False,True,False,False,True
300,-73.99666,3,115,False,True,False,True,False
107,-73.92163,8,200,False,False,True,True,False
95,-73.9202,8,271,False,False,True,True,False
199,-73.94651,1,12,False,True,False,True,False
120,-73.9468,1,268,False,True,False,True,False
199,-73.99977,2,89,False,True,False,True,False
125,-73.85709,2,347,False,False,False,True,False
70,-73.96199,1,37,True,False,False,False,True
75,-73.94336,1,0,True,False,False,False,True
100,-74.00166,1,359,False,True,False,False,True
99,-73.95097,2,287,True,False,False,True,False
250,-73.99758,1,0,False,True,False,True,False
350,-73.95803,1,233,True,False,False,True,False
170,-73.97299,1,129,True,False,False,True,False
165,-73.98801,1,0,False,True,False,True,False
99,-73.99388,1,353,False,True,False,False,True
255,-74.00454,1,365,False,True,False,False,True
169,-73.87305,1,297,True,False,False,True,False
99,-73.94813,1,56,True,False,False,True,False
169,-73.95944,1,44,False,True,False,True,False
160,-73.95445,1,355,True,False,False,True,False
215,-73.96501,1,156,True,False,False,True,False
130,-73.98083,1,273,True,False,False,True,False
110,-73.97748,2,274,False,True,False,False,True
150,-73.99181,2,258,False,True,False,False,True
65,-73.95958,1,276,True,False,False,False,True
75,-73.92466,1,65,False,False,True,False,True
149,-74.00024,2,0,False,True,False,True,False
89,-73.96128,1,180,False,True,False,False,True
50,-73.94553,1,343,False,True,False,False,True
43,-73.95641,2,43,True,False,False,False,True
42,-73.95539,2,96,True,False,False,False,True
85,-73.94501,1,59,True,False,False,False,True
139,-73.93569,1,255,True,False,False,True,False
105,-73.98136,2,252,True,False,False,False,True
265,-73.98053,1,0,True,False,False,True,False
149,-73.99067,1,20,False,True,False,True,False
68,-73.94718,2,188,False,True,False,False,True
99,-73.95592,1,304,True,False,False,True,False
75,-73.94174,2,38,False,True,False,False,True
100,-73.94362,1,254,True,False,False,False,True
90,-73.9557,1,0,False,True,False,False,False
160,-73.98195,1,46,False,True,False,True,False
190,-73.97859,1,328,True,False,False,True,False
67,-73.94934,3,0,True,False,False,False,True
190,-73.9572,1,0,False,True,False,True,False
248,-73.96161,6,199,True,False,False,True,False
100,-73.9497,1,249,True,False,False,False,True
95,-73.99752,2,64,False,True,False,False,True
150,-73.9883,1,111,False,True,False,False,True
145,-73.94113,1,287,True,False,False,True,False
41,-73.91076,1,286,True,False,False,False,True
120,-73.9428,1,263,True,False,False,True,False
50,-73.92039,2,276,False,False,False,False,True
157,-73.97073,1,0,True,False,False,True,False
195,-73.96596,1,263,True,False,False,True,False
70,-73.94079,2,90,True,False,False,True,False
185,-73.95582,1,0,True,False,False,True,False
145,-73.93323,3,11,True,False,False,True,False
50,-73.92458,1,287,False,False,True,False,True
185,-73.96115,3,1,True,False,False,True,False
250,-73.97903,1,0,False,True,False,True,False
80,-74.00821,1,338,False,True,False,False,True
230,-73.98863,1,44,False,True,False,True,False
100,-73.9859,1,0,True,False,False,True,False
40,-73.92204,1,5,True,False,False,False,True
200,-73.98898,1,0,False,True,False,False,True
80,-74.14388,1,158,False,False,False,False,True
79,-73.95741,3,192,True,False,False,False,True
95,-73.9211,8,358,False,False,True,True,False
300,-73.9619,3,31,False,True,False,True,False
100,-74.0307,1,241,True,False,False,True,False
80,-73.95208,1,285,False,True,False,False,True
110,-73.99399,1,183,True,False,False,True,False
172,-73.96148,2,189,True,False,False,True,False
199,-73.98416,2,162,False,True,False,True,False
199,-73.98401,2,158,False,True,False,True,False
100,-73.95545,1,84,False,True,False,False,True
55,-73.95153,1,260,False,True,False,False,True
75,-73.95088,3,0,True,False,False,False,True
146,-73.97901,1,166,False,True,False,True,False
250,-73.99287,1,0,False,True,False,False,True
116,-73.95298,1,335,True,False,False,True,False
150,-74.00817,2,90,False,True,False,False,True
120,-73.97847,6,342,True,False,False,False,True
199,-73.99865,1,28,False,True,False,True,False
150,-73.96665,1,363,True,False,False,True,False
69,-73.95298,2,86,False,True,False,False,True
300,-73.95048,2,83,False,True,False,False,True
230,-73.98562,1,0,True,False,False,True,False
125,-73.98569,1,0,False,True,False,True,False
79,-73.95494,3,264,True,False,False,False,True
130,-73.97538,2,305,True,False,False,False,True
239,-73.96711,11,356,True,False,False,False,True
75,-74.06824,1,278,False,False,False,True,False
220,-73.94576,2,135,True,False,False,True,False
80,-73.94949,4,308,True,False,False,True,False
288,-73.9853,1,229,False,True,False,True,False
135,-73.92521,1,273,True,False,False,True,False
225,-74.00048,1,83,False,True,False,True,False
110,-73.99828,1,281,False,True,False,False,True
100,-73.93946,1,321,True,False,False,True,False
130,-73.99,1,303,False,True,False,False,True
89,-73.98035,3,192,False,True,False,False,True
200,-73.99833,1,0,True,False,False,True,False
80,-73.95167,1,36,True,False,False,True,False
50,-73.92158,2,271,False,False,False,False,True
135,-73.94535,2,341,False,True,False,True,False
90,-73.98274,1,333,False,True,False,False,True
270,-74.00168,1,210,False,True,False,False,True
110,-73.94219,1,231,True,False,False,True,False
145,-73.93433,1,308,False,True,False,True,False
179,-73.99675,1,292,False,True,False,True,False
55,-73.90867,1,311,False,False,True,False,True
110,-73.96842,1,264,False,True,False,False,True
325,-73.94197,1,153,False,True,False,True,False
75,-73.95295,3,219,False,False,True,False,True
300,-73.98574,1,0,True,False,False,True,False
130,-74.00381,2,332,False,True,False,False,True
190,-73.97065,1,120,False,True,False,True,False
200,-73.98506,1,191,False,True,False,True,False
180,-73.95497,3,248,True,False,False,True,False
350,-73.9847,1,67,True,False,False,True,False
160,-73.9837,1,0,False,True,False,True,False
195,-73.98186,4,325,False,True,False,True,False
241,-73.99255,1,249,False,True,False,True,False
